Name; Median Time; Min Time; Max Time; Median Frame Index; Min Frame Index; Max Frame Index; Min Depth; Max Depth; Total Time; Mean Time; Time Lower Quartile; Time Upper Quartile; Count Total; Count Median; Count Min; Count Max; Number of frames containing Marker; First Frame Index; Time Min Individual; Time Max Individual; Min Individual Frame; Max Individual Frame; Time at Median Frame
"Assembly-CSharp.dll!::EnviroSkyMgr.get_Player()";0.0024;0.0021;0.0101;1211;1148;1446;5;5;0.737299987813458;0.002457667;0.0023;0.0025;600;2;2;2;300;1147;0.001;0.0062;1148;1446;0.0034
"UnityEngine.CoreModule.dll!Unity.Collections.LowLevel.Unsafe::NativeArrayUnsafeUtility.GetUnsafeReadOnlyPtr()";0.0024;0.0021;0.0054;1301;1210;1283;7;20;0.746500007226132;0.002488333;0.0023;0.0025;1501;5;5;6;300;1147;0.0003;0.0033;1290;1237;0.0023
"UnityEngine.CoreModule.dll!UnityEngine::Transform.set_localPosition()";0.0024;0.002;0.0075;1312;1178;1272;7;7;0.758800005802186;0.002529333;0.0023;0.0026;600;2;2;2;300;1147;0.0003;0.0071;1154;1272;0.0025
"Crest.dll!Crest::PropertyWrapperCompute.SetBuffer()";0.0024;0.0019;0.0289;1317;1429;1446;9;9;0.788200006471016;0.002627333;0.0023;0.0025;630;2;2;20;300;1147;0.0004;0.0078;1250;1247;0.0023
"UnityEngine.CoreModule.dll!UnityEngine::Camera.get_stereoActiveEye()";0.0024;0.002;0.0073;1340;1169;1208;17;18;0.752300006599398;0.002507667;0.0023;0.0025;1204;4;4;8;300;1147;0.0003;0.0059;1150;1208;0.0024
"mscorlib.dll!System.Runtime.InteropServices::GCHandle.Free()";0.0024;0.0021;0.0074;1353;1181;1290;9;11;0.750999997952022;0.002503333;0.0023;0.0026;600;2;2;2;300;1147;0.0008;0.0065;1211;1290;0.0024
"mscorlib.dll!System::String.FillStringChecked()";0.0024;0.0021;0.1116999;1359;1149;1446;6;19;0.868199999094941;0.002894;0.0023;0.0026;720;2;2;122;300;1147;0.0007;0.0061;1446;1261;0.0027
"mscorlib.dll!System::Type.get_HasElementType()";0.0024;0.0021;0.0153;1427;1240;1446;10;24;0.773199995164759;0.002577333;0.0024;0.0026;610;2;2;12;300;1147;0.0007;0.0066;1446;1275;0.0025
"mscorlib.dll!System.Reflection::MonoMethodInfo.GetMethodInfo()";0.0024;0.0018;0.0075;1169;1255;1312;10;11;0.721999997098465;0.002406667;0.0022;0.0026;600;2;2;2;300;1147;0.0003;0.0071;1147;1312;0.0028
"Assembly-CSharp.dll!UnityEngine.Rendering.LWRP::EnviroDistanceBlurLWRP.CreateMaterialsAndTextures()";0.0024;0.0021;0.0519;1173;1165;1149;15;15;0.894499994814396;0.002981667;0.0023;0.0026;301;1;1;2;300;1147;0.0021;0.0519;1165;1149;0.0024
"Crest.dll!Crest::ShapeFFT.ReportMaxDisplacement()";0.0024;0.002;0.0075;1196;1176;1334;11;11;0.764099992113188;0.002547;0.0023;0.0025;300;1;1;1;300;1147;0.002;0.0075;1176;1334;0.0024
"Assembly-CSharp.dll!::EnviroSkyMgr.get_Weather()";0.0024;0.0022;0.0069;1214;1169;1446;5;5;0.725399978458881;0.002418;0.0023;0.0024;600;2;2;2;300;1147;0.0011;0.0044;1147;1288;0.0023
"UnityEngine.CoreModule.dll!UnityEngine::RenderTexture.GetDepthBuffer_Injected()";0.0024;0.0017;0.02349999;1223;1398;1446;11;11;0.658499986871902;0.002582353;0.0023;0.0026;1890;7;7;70;255;1147;0.0001;0.0062;1147;1162;0.0022
"UnityEngine.CoreModule.dll!UnityEngine::Transform.get_localScale_Injected()";0.0024;0.0019;0.0129;1254;1290;1297;7;10;0.774399979731243;0.002581333;0.0023;0.0025;1536;5;5;7;300;1147;0.0001;0.0114;1147;1297;0.0027
"UnityEngine.CoreModule.dll!UnityEngine::Graphics.get_activeTier()";0.0024;0.0019;0.007699999;1256;1278;1303;14;21;0.748199992842274;0.002494;0.0023;0.0025;2408;8;8;16;300;1147;0.0001;0.0056;1147;1303;0.0023
"UnityEngine.UI.dll!UnityEngine.EventSystems::BaseInput.get_touchCount()";0.0024;0.0017;0.0074;1256;1266;1319;6;7;0.815199988923268;0.002717333;0.0021;0.0032;892;3;1;3;300;1147;0.0003;0.0066;1148;1319;0.0038
"updateScene.Invoke";0.0024;0.0011;0.1031;1283;1446;1431;2;2;1.47540000046138;0.004918;0.0021;0.0032;300;1;1;1;300;1147;0.0011;0.1031;1446;1431;0.0074
"Crest.dll!Crest::Hashy.AddObject()";0.0024;0.002;0.0118;1287;1151;1208;7;12;0.787999991851393;0.002626667;0.0022;0.0026;600;2;2;2;300;1147;0.0006;0.0103;1246;1208;0.0023
"Unity.RenderPipelines.Universal.Runtime.dll!UnityEngine.Rendering.Universal::CameraData.SetViewAndProjectionMatrix()";0.0024;0.0022;0.0062;1289;1267;1446;12;12;0.740599984768778;0.002468667;0.0024;0.0025;301;1;1;2;300;1147;0.0022;0.0054;1267;1157;0.0024
"UnityEngine.CoreModule.dll!UnityEngine::Vector4.Normalize()";0.0024;0.0021;0.0115;1296;1149;1355;6;6;0.795699995011091;0.002652333;0.0023;0.0026;300;1;1;1;300;1147;0.0021;0.0115;1149;1355;0.0027
"Shadows.CullingCallbacks";0.0024;0.0019;0.0119;1300;1217;1237;14;14;0.772899991599843;0.002576333;0.0023;0.0026;301;1;1;2;300;1147;0.0019;0.0119;1217;1237;0.0026
"Animator.ApplyOnAnimatorMove";0.0024;0.0018;0.0047;1322;1347;1263;6;6;0.76109998220636;0.002537;0.0022;0.0027;2100;7;7;7;300;1147;0;0.0023;1423;1172;0.0022
"UnityEngine.CoreModule.dll!UnityEngine.Rendering::ScriptableRenderContext.DrawSkybox()";0.0024;0.0022;0.0072;1337;1183;1425;17;17;0.765999988885596;0.002553333;0.0023;0.0025;301;1;1;2;300;1147;0.0022;0.0072;1183;1425;0.0026
"Assembly-CSharp.dll!::UIEquipment.Update()";0.0024;0.0021;0.0075;1338;1180;1187;4;4;0.765199992107227;0.002550667;0.0023;0.0026;300;1;1;1;300;1147;0.0021;0.0075;1180;1187;0.0029
"Crest.dll!Crest::LodDataMgr.BuildCommandBuffer()";0.0024;0.0019;0.0075;1341;1205;1439;9;9;0.814599982404616;0.002715333;0.0023;0.0026;900;3;3;3;300;1147;0.0005;0.0061;1192;1255;0.0021
"Unity.RenderPipelines.Universal.Runtime.dll!UnityEngine.Rendering.Universal.Internal::PostProcessPass.SetupChromaticAberration()";0.0024;0.0021;0.0075;1353;1185;1446;20;20;0.740899987984449;0.002469667;0.0023;0.0025;301;1;1;2;300;1147;0.0021;0.0071;1185;1419;0.0026
"UnityEngine.CoreModule.dll!UnityEngine::RenderSettings.get_ambientProbe()";0.0024;0.0021;0.0127;1376;1194;1202;8;8;0.776899992022663;0.002589667;0.0023;0.0025;301;1;1;2;300;1147;0.0021;0.0127;1194;1202;0.0023
"mscorlib.dll!System::Buffer.InternalMemcpy()";0.0024;0.0024;0.0024;1446;1446;1446;21;21;0.0023999999393709;0.0024;0.0024;0.0024;18;18;18;18;1;1446;0;0.0004;1446;1446;0
"UnityEngine.CoreModule.dll!UnityEngine::ResourcesAPI.get_ActiveAPI()";0.0024;0.0024;0.0024;1446;1446;1446;19;19;0.00239999996847473;0.0024;0.0024;0.0024;5;5;5;5;1;1446;0.0003;0.0009;1446;1446;0
"UnityEngine.CoreModule.dll!UnityEngine::Shader.get_customEditor()";0.0024;0.0024;0.0024;1446;1446;1446;16;16;0.00239999991026707;0.0024;0.0024;0.0024;6;6;6;6;1;1446;0.0003;0.0008;1446;1446;0
"Inl_Unnamed_ScriptableRenderPass";0.0024;0.0019;0.007600001;1158;1326;1446;17;17;0.722099976926984;0.002407;0.0022;0.0025;3311;11;11;22;300;1147;0.0001;0.0028;1147;1242;0.0026
"UnityEditor.CoreModule.dll!UnityEditor::HostView.get_actualView()";0.0024;0.0015;0.008199998;1174;1159;1296;9;11;0.740299982593569;0.002501013;0.0022;0.0025;8288;28;28;28;296;1147;0;0.006;1147;1296;0.0022
"Crest.dll!Crest::OceanChunkRenderer.get_MaterialOverridden()";0.0024;0.0017;0.0062;1443;1278;1446;18;18;0.756799981340009;0.002522667;0.0023;0.0026;9000;30;30;30;300;1147;0;0.0036;1147;1336;0.0025
"UnityEngine.CoreModule.dll!UnityEngine::Light.get_bakingOutput()";0.0023;0.002;0.0094;1153;1281;1234;19;20;0.751499993843026;0.002505;0.0022;0.0024;1204;4;4;8;300;1147;0.0003;0.0072;1147;1234;0.0023
"Assembly-CSharp.dll!::UILoot.Update()";0.0023;0.002;0.01;1166;1147;1304;4;4;0.722399993799627;0.002408;0.0022;0.0024;300;1;1;1;300;1147;0.002;0.01;1147;1304;0.0026
"UnityEngine.WindModule.dll!UnityEngine::WindZone.get_windMain()";0.0023;0.0019;0.0073;1175;1163;1293;5;9;0.718299978900177;0.002394333;0.0022;0.0024;2400;8;8;8;300;1147;0.0001;0.0057;1147;1293;0.0023
"Assembly-CSharp.dll!::EnviroReflectionProbe.Update()";0.0023;0.0021;0.004;1221;1148;1446;4;4;0.691199999768287;0.002304;0.0022;0.0023;300;1;1;1;300;1147;0.0021;0.004;1148;1446;0.0023
"UnityEngine.CoreModule.dll!UnityEngine::Quaternion.Internal_ToEulerRad()";0.0023;0.0017;0.0077;1229;1371;1214;7;7;0.698499993071891;0.002328333;0.0021;0.0024;300;1;1;1;300;1147;0.0017;0.0077;1371;1214;0.0025
"UnityEngine.CoreModule.dll!UnityEngine::Matrix4x4.TRS_Injected()";0.0023;0.0018;0.007299999;1232;1321;1421;8;10;0.710299984515586;0.002367667;0.0022;0.0025;2700;9;9;9;300;1147;0.0001;0.0058;1147;1421;0.0025
"UnityEngine.CoreModule.dll!UnityEngine::Object.set_hideFlags()";0.0023;0.0018;0.0078;1241;1290;1216;5;19;0.706999995687511;0.002356667;0.0021;0.0024;310;1;1;11;300;1147;0.0002;0.0078;1446;1216;0.0026
"UnityEngine.CoreModule.dll!UnityEngine.Rendering::ScriptableRenderContext.InvokeOnRenderObjectCallback()";0.0023;0.002;0.0115;1255;1347;1373;17;17;0.744699995731935;0.002482333;0.0022;0.0024;301;1;1;2;300;1147;0.002;0.0115;1347;1373;0.0023
"UnityEngine.CoreModule.dll!UnityEngine.Rendering::SupportedRenderingFeatures.IsLightmapBakeTypeSupportedByRef()";0.0023;0.0018;0.0079;1258;1358;1446;15;15;0.710199994966388;0.002367333;0.0022;0.0024;301;1;1;2;300;1147;0.0018;0.0067;1358;1320;0.0027
"Animators.PrepareSecondPass";0.0023;0.0017;0.0062;1261;1274;1194;5;5;0.796999994083308;0.002656667;0.0022;0.0025;300;1;1;1;300;1147;0.0017;0.0062;1274;1194;0.0022
"UnityEngine.InputLegacyModule.dll!UnityEngine::CameraRaycastHelper.RaycastTry2D_Injected()";0.0023;0.002;0.0131;1261;1160;1235;6;6;0.316999996779487;0.002556452;0.0022;0.0025;124;1;1;1;124;1147;0.002;0.0131;1160;1235;0.0122
"Assembly-CSharp.dll!::UIPetStatus.Update()";0.0023;0.0019;0.0073;1266;1424;1351;4;4;0.740799995837733;0.002469333;0.0022;0.0024;300;1;1;1;300;1147;0.0019;0.0073;1424;1351;0.0023
"SkinnedMeshPrepareDispatchUpdate";0.0023;0.0019;0.0131;1271;1188;1237;4;17;0.733399989869213;0.002444667;0.0022;0.0024;1503;5;5;8;300;1147;0.0002;0.0112;1147;1237;0.0022
"UnityEngine.CoreModule.dll!UnityEngine::SystemInfo.GetRenderTextureSupportedMSAASampleCount()";0.0023;0.0019;0.0137;1273;1150;1337;11;11;0.778499992098659;0.002595;0.0022;0.0025;301;1;1;2;300;1147;0.0019;0.0137;1150;1337;0.0026
"UnityEngine.UI.dll!UnityEngine.EventSystems::BaseInput.get_mousePosition()";0.0023;0.0021;0.004;1302;1158;1438;7;9;0.688600000634324;0.002326351;0.0022;0.0024;592;2;2;2;296;1147;0.0008;0.003;1158;1438;0.0026
"Mirror.dll!Mirror::NetworkClient.NetworkLateUpdate()";0.0023;0.0019;0.0122;1308;1179;1314;4;4;0.792299993336201;0.002641;0.0022;0.0025;300;1;1;1;300;1147;0.0019;0.0122;1179;1314;0.0023
"SkinnedMeshUpdateAllNeeded";0.0023;0.0013;0.0166;1341;1339;1185;6;6;0.23759999871254;0.002897561;0.0019;0.0029;82;1;1;1;82;1147;0.0013;0.0166;1339;1185;0
"AwesomeTechnologies.VegetationStudioPro.Runtime.dll!AwesomeTechnologies.VegetationSystem::VegetationStudioCamera.ValidateVegetationStudioCameraRenderList()";0.0023;0.0019;0.0077;1356;1439;1383;6;6;0.718699993798509;0.002395667;0.0022;0.0025;300;1;1;1;300;1147;0.0019;0.0077;1439;1383;0.0024
"UnityEngine.IMGUIModule.dll!UnityEngine::Event.get_type()";0.0023;0.0018;0.005700001;1164;1302;1349;4;5;0.702599980621017;0.002342;0.0021;0.0024;3600;12;12;12;300;1147;0.0001;0.0036;1147;1349;0.0022
"NavMeshManager";0.0023;0.0016;0.0082;1198;1290;1370;3;3;0.711799992772285;0.002372667;0.0021;0.0025;600;2;2;2;300;1147;0.0007;0.0069;1269;1370;0.0025
"Unity.Burst.dll!Unity.Burst::SharedStatic`1.get_Data()";0.0023;0.0019;0.0074;1289;1186;1207;9;9;0.746599977850565;0.002488667;0.0022;0.0024;1800;6;6;6;300;1147;0.0002;0.0052;1147;1207;0.0022
"UnityEngine.CoreModule.dll!UnityEngine::Material.SetVectorArrayImpl()";0.0023;0.002;0.0139;1299;1230;1365;17;17;0.73079998481262;0.002436;0.0022;0.0024;1204;4;4;8;300;1147;0.0002;0.0131;1147;1365;0.0024
"mscorlib.dll!System.Collections.Generic::Dictionary`2.GetEnumerator()";0.0023;0.0016;0.0122;1359;1284;1332;7;13;0.756699986639433;0.002522333;0.0022;0.0025;902;3;3;5;300;1147;0.0004;0.0106;1163;1332;0.003
"UnityEngine.CoreModule.dll!Unity.Collections.LowLevel.Unsafe::UnsafeUtility.IsBlittable()";0.0023;0.0017;0.0083;1416;1251;1175;10;11;0.728199987359403;0.002427333;0.0021;0.0026;1500;5;5;5;300;1147;0.0001;0.0073;1149;1175;0.0021
"mscorlib.dll!System.Reflection::RuntimeFieldInfo.get_DeclaringType()";0.0023;0.0023;0.0023;1446;1446;1446;24;24;0.00229999993462116;0.0023;0.0023;0.0023;3;3;3;3;1;1446;0.0005;0.0012;1446;1446;0
"Unity.RenderPipelines.Universal.Runtime.dll!UnityEngine.Rendering.Universal::ScriptableRenderPass.get_profilingSampler()";0.0023;0.0018;0.008699997;1203;1307;1421;15;15;0.761099982053565;0.002537;0.0022;0.0024;6622;22;22;44;300;1147;0;0.0053;1150;1420;0.0023
"mscorlib.dll!System.Collections.Generic::KeyValuePair`2.get_Key()";0.0023;0.0016;0.007999996;1332;1423;1446;8;13;0.718299982574536;0.002394333;0.002099999;0.0025;8426;28;28;54;300;1147;0;0.0032;1147;1170;0.0022
"UnityEngine.CoreModule.dll!UnityEngine::RenderTextureDescriptor.set_width()";0.0023;0.0018;0.007199997;1415;1156;1446;11;20;0.714599981198262;0.002382;0.0022;0.0024;6624;22;22;46;300;1147;0;0.0041;1147;1335;0.0026
"mscorlib.dll!System::RuntimeTypeHandle.GetAttributes()";0.0023;0.0023;0.0023;1446;1446;1446;23;31;0.00229999997100094;0.0023;0.0023;0.0023;15;15;15;15;1;1446;0.0001;0.0005;1446;1446;0
"EndGraphicsJobs";0.0022;0.0015;0.0057;1388;1173;1446;2;3;0.711399999367131;0.002371333;0.0021;0.0025;900;3;3;3;300;1147;0;0.0053;1171;1446;0.0022
"Assembly-CSharp.dll!UnityEngine.Rendering.LWRP::EnviroMoonShaftsLWRP.CreateMaterialsAndTextures()";0.0022;0.0018;0.0063;1160;1358;1446;15;15;0.66099999519065;0.002203333;0.0021;0.0022;301;1;1;2;300;1147;0.0018;0.0055;1358;1262;0.0023
"Assembly-CSharp.dll!UnityEngine.Rendering.LWRP::EnviroSunShaftsLWRP.CreateMaterialsAndTextures()";0.0022;0.0019;0.0062;1211;1158;1382;15;15;0.66899999557063;0.00223;0.0021;0.0023;301;1;1;2;300;1147;0.0019;0.0062;1158;1382;0.0022
"Unity.InputSystem.dll!UnityEngine.InputSystem.LowLevel::MouseState.get_Format()";0.0022;0.0005;0.0035;1212;1180;1268;9;9;0.181899994480773;0.001955914;0.0013;0.0026;601;7;1;13;93;1153;0.0002;0.0022;1153;1267;0.0013
"AnimationClipPlayable.EvaluateClip";0.0022;0.0009;0.0086;1235;1277;1209;8;8;0.819899997208267;0.002733;0.0019;0.0026;324;1;1;2;300;1147;0.0009;0.0086;1277;1209;0.0025
"UnityEngine.CoreModule.dll!UnityEngine::Material.IsKeywordEnabled()";0.0022;0.0016;0.0138;1237;1300;1388;14;14;0.722099998849444;0.002407;0.002;0.0024;301;1;1;2;300;1147;0.0016;0.0138;1300;1388;0.0022
"UnityEngine.CoreModule.dll!UnityEngine::Transform.set_rotation_Injected()";0.0022;0.0018;0.0072;1241;1363;1380;7;8;0.670799994259141;0.002236;0.0021;0.0023;900;3;3;3;300;1147;0.0003;0.0061;1176;1380;0.0023
"Unity.RenderPipelines.Universal.Runtime.dll!::BlockRange..ctor()";0.0022;0.0018;0.0074;1279;1382;1281;15;15;0.709699992614333;0.002365667;0.0021;0.0024;1204;4;4;8;300;1147;0.0003;0.0058;1147;1419;0.0023
"UnityEngine.CoreModule.dll!UnityEngine::BeforeRenderHelper.Invoke()";0.0022;0.0017;0.0134;1305;1205;1347;4;4;0.725299998070113;0.002417667;0.0021;0.0024;301;1;1;2;300;1147;0.0017;0.0134;1205;1347;0.0021
"UnityEngine.CoreModule.dll!UnityEngine::ComputeShader.Internal_SetBuffer()";0.0022;0.0015;0.0549;1326;1334;1301;9;10;0.847799989649502;0.002826;0.002;0.0024;900;3;3;3;300;1147;0.0001;0.0538;1268;1301;0.0031
"mscorlib.dll!System::RuntimeTypeHandle.is_subclass_of()";0.0022;0.0015;0.0139;1333;1425;1200;14;27;0.727799987558683;0.002426;0.002;0.0024;1506;5;5;11;300;1147;0.0001;0.0119;1147;1200;0.0022
"UnityEngine.IMGUIModule.dll!UnityEngine::GUILayoutEntry.SetHorizontal()";0.0022;0.0019;0.0073;1348;1250;1226;6;6;0.695999997580657;0.00232;0.0021;0.0023;900;3;3;3;300;1147;0.0003;0.0064;1320;1226;0.0021
"UnityEngine.CoreModule.dll!UnityEngine::Quaternion.Internal_FromEulerRad_Injected()";0.0022;0.0019;0.0075;1421;1328;1402;8;9;0.719399990572128;0.002398;0.0021;0.0024;1200;4;4;4;300;1147;0.0002;0.0065;1147;1402;0.0022
"Unity.Collections.dll!Unity.Collections.LowLevel.Unsafe::UnsafeList`1.Clear()";0.0022;0.0017;0.007699999;1435;1269;1279;7;9;0.737999976532592;0.00246;0.0021;0.0025;3900;13;13;13;300;1147;0;0.0054;1147;1295;0.0026
"UnityEngine.CoreModule.dll!UnityEngine.Rendering::AsyncGPUReadbackRequest.SetScriptingCallback_Injected()";0.0022;0.0016;0.0104;1435;1238;1312;9;9;0.712299997336231;0.002374333;0.002;0.0025;300;1;1;1;300;1147;0.0016;0.0104;1238;1312;0.0025
"mscorlib.dll!System::RuntimeType.GetRuntimeAssembly()";0.0022;0.0022;0.0022;1446;1446;1446;24;24;0.00220000004628673;0.0022;0.0022;0.0022;3;3;3;3;1;1446;0.0005;0.001;1446;1446;0
"UnityEngine.CoreModule.dll!UnityEngine::SystemInfo.HasRenderTextureNative()";0.0022;0.0022;0.0022;1446;1446;1446;17;17;0.00219999998807907;0.0022;0.0022;0.0022;3;3;3;3;1;1446;0.0006;0.001;1446;1446;0
"Unity.RenderPipelines.Universal.Runtime.dll!UnityEngine.Rendering.Universal::ScriptableRenderPass.get_clearColor()";0.0022;0.0018;0.006699996;1158;1329;1446;18;18;0.68409998313291;0.002280333;0.002099999;0.0023;6622;22;22;44;300;1147;0;0.0036;1147;1366;0.0022
"Unity.RenderPipelines.Universal.Runtime.dll!UnityEngine.Rendering.Universal::ScriptableRendererFeature.get_isActive()";0.0022;0.0015;0.0158;1265;1296;1178;12;14;0.699699983422761;0.002332333;0.002;0.0024;5418;18;18;36;300;1147;0;0.0132;1147;1178;0.0022
"UnityEditor.CoreModule.dll!UnityEditor::EditorGUIUtility.get_skinIndex()";0.0022;0.0018;0.0052;1394;1338;1270;7;10;0.669899981578055;0.002233;0.0021;0.0023;2100;7;7;7;300;1147;0.0001;0.0036;1147;1270;0.0021
"Unity.RenderPipelines.Universal.Runtime.dll!UnityEngine.Rendering.Universal::ScriptableRenderPass.get_colorStoreActions()";0.0022;0.0016;0.005799997;1184;1301;1446;18;18;0.670999983427464;0.002236667;0.001999999;0.0022;6923;23;23;46;300;1147;0;0.0034;1147;1163;0.002099999
"UnityEngine.CoreModule.dll!UnityEngine::RenderTextureDescriptor.set_height()";0.0022;0.0016;0.0109;1217;1401;1322;11;20;0.675799983255274;0.002252667;0.002;0.0023;6624;22;22;46;300;1147;0;0.0052;1147;1322;0.0025
"UnityEngine.CoreModule.dll!UnityEngine::Mathf.Floor()";0.0022;0.0015;0.007299999;1399;1259;1202;7;18;0.686199983239931;0.002287333;0.002099999;0.0023;6305;21;21;26;300;1147;0;0.004;1147;1202;0.0022
"UnityEngine.UI.dll!UnityEngine.UI::CanvasScaler.HandleConstantPixelSize()";0.0021;0.0016;0.0124;1268;1210;1437;9;9;0.693599996360717;0.002312;0.0019;0.0022;1200;4;4;4;300;1147;0.0003;0.0108;1160;1437;0.002
"UnityEngine.CoreModule.dll!UnityEngine::Camera.get_farClipPlane()";0.0021;0.0017;0.0193;1281;1395;1315;5;15;0.697499994712416;0.002325;0.002;0.0025;1626;5;5;7;300;1147;0.0001;0.0176;1147;1315;0.0024
"UnityEngine.IMGUIModule.dll!UnityEngine::GUILayoutEntry.SetVertical()";0.0021;0.0018;0.0072;1376;1242;1310;6;6;0.686100002814783;0.002287;0.002;0.0022;900;3;3;3;300;1147;0.0004;0.0062;1148;1310;0.0021
"UnityEngine.UIModule.dll!UnityEngine::Canvas.get_renderMode()";0.0021;0.0011;0.0068;1150;1443;1273;9;12;0.636699990551278;0.002122333;0.0019;0.0022;2217;7;5;8;300;1147;0.0001;0.0055;1147;1273;0.0025
"Unity.InputSystem.dll!UnityEngine.InputSystem.LowLevel::InputEventPtr.op_Implicit()";0.0021;0.0006;0.0035;1155;1161;1299;7;7;0.147099996087491;0.001816049;0.0012;0.0023;508;8;2;12;81;1153;0.0002;0.0025;1153;1386;0.0009
"Unity.RenderPipelines.Core.Runtime.dll!UnityEngine.Rendering::VolumeManager.CheckBaseTypes()";0.0021;0.0018;0.0139;1156;1150;1330;12;12;0.686500004958361;0.002288333;0.002;0.0022;301;1;1;2;300;1147;0.0018;0.0139;1150;1330;0.0021
"UnityEngine.CoreModule.dll!UnityEngine.Events::InvokableCallList.AddListener()";0.0021;0.0017;0.0072;1163;1303;1261;8;13;0.631999996607192;0.002106667;0.0019;0.0022;600;2;2;2;300;1147;0.0004;0.0067;1147;1261;0.0023
"UnityEngine.IMGUIModule.dll!UnityEngine::Event.Internal_MakeMasterEventCurrent()";0.0021;0.0017;0.0121;1231;1309;1293;3;3;0.708800002932549;0.002362667;0.002;0.0022;301;1;1;2;300;1147;0.0017;0.0121;1309;1293;0.0022
"Unity.InputSystem.dll!::DoubleBuffers.SwapBuffers()";0.0021;0.0017;0.0109;1236;1147;1169;12;12;0.66269999963697;0.002209;0.0019;0.0023;300;1;1;1;300;1147;0.0017;0.0109;1147;1169;0.0025
"mscorlib.dll!System::RuntimeType.IsInstanceOfType()";0.0021;0.0017;0.0073;1257;1147;1284;8;11;0.654099985957146;0.002180333;0.002;0.0022;600;2;2;2;300;1147;0.0005;0.0065;1310;1284;0.0021
"UnityEngine.CoreModule.dll!UnityEngine::Time.get_time()";0.0021;0.0016;0.006;1257;1150;1177;5;12;0.643799986166414;0.002146;0.002;0.0022;2100;7;7;7;300;1147;0.0001;0.0042;1147;1177;0.0021
"Mirror.dll!Mirror::NetworkServer.NetworkLateUpdate()";0.0021;0.0016;0.0126;1272;1265;1366;4;4;0.713699999381788;0.002379;0.0019;0.0024;300;1;1;1;300;1147;0.0016;0.0126;1265;1366;0.0018
"AwesomeTechnologies.VegetationStudioPro.Runtime.dll!AwesomeTechnologies.Utility.Culling::JobCullingGroup.ProcessDistanceBandEvents()";0.0021;0.0016;0.0107;1291;1225;1446;7;7;0.683699997025542;0.002279;0.0019;0.0023;300;1;1;1;300;1147;0.0016;0.0107;1225;1446;0.0022
"UnityEngine.CoreModule.dll!UnityEngine.Rendering::ScriptableRenderContext.GetCameras_Internal_Injected()";0.0021;0.0016;0.0118;1292;1415;1250;5;5;0.661199999507517;0.002204;0.002;0.0023;301;1;1;2;300;1147;0.0016;0.0118;1415;1250;0.0021
"Unity.RenderPipelines.Universal.Runtime.dll!UnityEngine.Rendering.Universal::UniversalRenderPipeline.IsGameCamera()";0.0021;0.0018;0.0133;1301;1216;1277;6;6;0.761000002268702;0.002536667;0.002;0.0023;301;1;1;2;300;1147;0.0018;0.0133;1216;1277;0.0024
"UnityEngine.CoreModule.dll!UnityEngine::Vector3.Normalize()";0.0021;0.0017;0.0071;1331;1217;1199;9;10;0.684799987124279;0.002282667;0.002;0.0023;600;2;2;2;300;1147;0.0006;0.0064;1150;1199;0.0021
"AudioManager.FixedUpdate";0.0021;0.0012;0.0179;1347;1286;1446;3;3;0.731799997360213;0.002439333;0.0018;0.0027;449;1;1;16;300;1147;0.0003;0.013;1158;1444;0.0017
"UnityEngine.CoreModule.dll!UnityEngine::Transform.set_localScale()";0.0021;0.0018;0.0091;1368;1314;1161;5;8;0.713899985945318;0.002379667;0.002;0.0023;618;2;2;3;300;1147;0.0007;0.007;1283;1161;0.002
"PreLateUpdate.EndGraphicsJobsAfterScriptUpdate";0.0021;0.0016;0.0056;1369;1173;1446;2;2;0.676799998385832;0.002256;0.002;0.0024;300;1;1;1;300;1147;0.0016;0.0056;1173;1446;0.002
"UnityEngine.CoreModule.dll!UnityEngine::RenderTextureDescriptor.get_colorFormat()";0.0021;0.0018;0.0131;1385;1444;1252;12;12;0.701899989915546;0.002339667;0.0021;0.0022;602;2;2;4;300;1147;0.0005;0.0125;1158;1252;0.002
"AwesomeTechnologies.VegetationStudioPro.Runtime.dll!AwesomeTechnologies.VegetationSystem::VegetationRenderSettings.UseInstancedIndirect()";0.0021;0.0018;0.0125;1391;1331;1245;5;6;0.676899994723499;0.002256333;0.002;0.0023;600;2;2;2;300;1147;0.0004;0.0119;1331;1245;0.0022
"mscorlib.dll!System.Runtime.InteropServices::GCHandle.GetTargetHandle()";0.0021;0.0017;0.0074;1394;1210;1406;11;13;0.674199999804841;0.002247333;0.002;0.0023;600;2;2;2;300;1147;0.0004;0.0068;1147;1406;0.0019
"UnityEngine.UI.dll!UnityEngine.EventSystems::BaseInputModule.HandlePointerExitAndEnter()";0.0021;0.0018;0.0068;1395;1164;1206;9;9;0.658699997700751;0.002225338;0.002;0.0023;296;1;1;1;296;1147;0.0018;0.0068;1164;1206;0.0022
"Assembly-CSharp.dll!UnityEngine.Rendering.LWRP::EnviroBlitPass.FrameCleanup()";0.0021;0.0019;0.0106;1399;1175;1446;14;14;0.66659999685362;0.002222;0.0021;0.0022;301;1;1;2;300;1147;0.0019;0.0083;1175;1446;0.0021
"Crest.dll!Crest::OceanRenderer.get_DeltaTime()";0.0021;0.0018;0.0045;1400;1399;1446;9;9;0.647599998861551;0.002158667;0.0021;0.0022;300;1;1;1;300;1147;0.0018;0.0045;1399;1446;0.0021
